,rowID,Genre,UserRatings,LowerDownloads,FuzzyRisk,JavaFiles,DefectCount,LOC,OPrivCount,UPrivCount,PermissionCount,jlint
0-3,749,Entertainment,2.2,5000,51,104,9,10440,0,0,17,40
0-3,779,Tools,2.5,10000,51,1667,9,97354,0,0,8,438
0-3,793,Casual,2.8,10000,51,0,0,0,7,0,3,0
0-3,825,News & Magazines,2.7,1000,51,190,6,19861,0,1,3,39
0-3,834,Personalization,2.8,1000,92,901,79,111230,1,1,16,256
0-3,878,Education,2.8,1000,92,13,6,1707,2,0,6,0
0-3,950,Entertainment,2.6,1000,92,597,6,86225,0,0,1,151
0-3,1210,Tools,2.6,5000,0,28,3,2701,0,2,13,5
0-3,1226,News & Magazines,2.8,10000,51,86,3,10220,0,7,2,41
0-3,1253,Entertainment,2.3,10000,51,459,6,45390,0,4,2,88
0-3,1294,Finance,1.8,5000,51,81,3,5416,2,0,3,36
0-3,1300,Entertainment,2,1000,51,67,3,9239,0,7,1,35
0-3,1327,Entertainment,2.7,1000,92,6112,24,710193,0,7,2,1605
0-3,1341,Finance,2.8,1000,0,28,3,1184,0,0,3,0
0-3,1348,Lifestyle,2,1000,51,62,6,5148,0,0,18,9
0-3,1352,Media & Video,1.8,1000,51,158,9,10288,1,0,12,25
0-3,1359,Casual,2,1000,51,94,3863,11929,1,6,4,51
0-3,1361,Health & Fitness,2.2,1000,51,165,4950,12093,0,0,20,46
0-3,1398,Entertainment,1.8,5000,0,61,6,7084,0,1,2,19
0-3,1402,Transportation,2.3,5000,51,123,3,8661,0,1,2,20
0-3,1403,Travel & Local,2.9,5000,50,67,3,5854,7,1,2,6
0-3,1511,Board,2.9,10000,92,2342,9,238472,1,5,6,702
0-3,1514,Business,2.5,1000,0,19,3,3483,0,0,4,1
0-3,1515,Entertainment,2.8,1000,51,111,3,12191,0,0,10,45
0-3,1521,Tools,2.6,10000,51,120,3,13063,1,0,17,45
0-3,1523,Productivity,2.8,1000,0,85,3,19588,0,3,13,86
0-3,1560,Entertainment,2.2,10000,51,362,9,30740,2,0,5,95
0-3,1612,Books & Reference,2.8,1000,51,76,9,5644,0,0,2,21
0-3,1677,Entertainment,2.9,5000,50,175,12,17746,0,0,7,35
0-3,1710,Books & Reference,2.5,5000,51,117,3,14980,0,0,12,26
0-3,1800,Music & Audio,2.7,1000,51,23,21,1206,3,1,4,4
0-3,1804,Music & Audio,2.5,10000,51,23,21,1204,3,1,2,4
0-3,1816,Communication,2.7,5000,50,27,3,7644,1,1,9,10
0-3,1838,Tools,2.8,1000,0,161,6,11835,1,0,2,45
0-3,1840,Transportation,2.3,1000,0,71,6,6239,1,0,5,11
0-3,1931,Sports,2.7,1000,51,61,5117,6021,0,0,8,20
0-3,1944,Health & Fitness,2.1,1000,50,147,12,16735,5,0,6,81
0-3,1961,Shopping,2.9,10000,50,241,6,20138,0,0,2,64
0-3,2017,Books & Reference,2.4,5000,51,117,3,14987,0,0,3,26
0-3,2036,Tools,2.6,10000,51,158,6,13612,0,1,14,57
0-3,2081,News & Magazines,2.6,1000,92,5866,9,654123,3,1,4,1746
0-3,2083,News & Magazines,2,1000,92,5866,9,654123,3,1,6,1746
0-3,2086,News & Magazines,2.3,5000,51,1037,15,107469,1,1,9,320
0-3,2235,Lifestyle,2.6,10000,51,184,6,16068,0,1,1,57
0-3,2268,Entertainment,2.7,1000,92,627,9,82590,0,2,7,186
0-3,2491,Entertainment,2.3,10000,51,112,5111,10110,0,1,3,30
0-3,2535,Business,2,1000,51,549,6,61685,0,1,3,156
0-3,2561,Travel & Local,2.8,1000,50,1391,103,159578,3,6,10,516
0-3,2568,Travel & Local,2.9,5000,50,1391,103,159574,3,6,5,516
0-3,2671,Travel & Local,2.9,1000,50,75,6,5797,0,0,3,11
0-3,2692,Media & Video,2.4,1000,0,27,3,1553,0,4,1,1
0-3,2721,Entertainment,2.4,10000,51,167,6,14627,0,1,1,58
0-3,2735,Tools,2.2,10000,0,10,6,1163,0,0,15,0
0-3,2757,Casual,2.8,1000,51,112,3,12120,0,0,4,45
0-3,2762,Tools,2.6,1000,51,110,3,12002,0,0,3,46
0-3,2782,Entertainment,2.5,1000,0,26,3,1700,0,0,3,4
0-3,2810,Books & Reference,2,10000,51,117,3,14980,0,0,4,26
0-3,2813,Tools,2.5,5000,92,181,6,26052,0,1,5,81
0-3,2815,Books & Reference,2.9,5000,51,117,3,14986,0,0,18,26
0-3,2868,Travel & Local,2.8,10000,51,42,3,3520,0,0,4,5
0-3,2918,Tools,2,10000,51,23,3,1625,0,0,8,7
0-3,2927,Personalization,2,1000,0,11,3,2435,0,0,3,3
0-3,3069,Entertainment,1.5,100000,51,7,3,1189,0,0,17,0
0-3,3095,Music & Audio,2.9,1000,51,590,9,57418,0,2,3,167
0-3,3097,Music & Audio,2.6,1000,50,546,9,55477,0,2,14,165
0-3,3116,Books & Reference,2.5,1000,51,233,3660,28039,1,5,4,90
0-3,3246,Shopping,2.8,1000,50,284,3,29541,4,1,2,121
0-3,3552,Education,2.7,1000,51,975,24,118547,0,7,4,338
0-3,3761,Media & Video,2.9,5000,51,41,3,1563,0,0,3,2
0-3,3765,Entertainment,2.9,1000,51,111,3,12191,0,0,3,45
0-3,3838,Tools,2.6,1000,0,50,6,8159,0,1,5,35
0-3,3854,Casual,2.5,5000,0,8,3,366,0,1,8,0
0-3,3861,Travel & Local,2.8,5000,51,87,3,9705,0,2,9,33
0-3,3869,Puzzle,1.6,1000,51,22,3,3510,0,0,4,6
0-3,3881,Books & Reference,2.4,1000,51,118,3663,8421,0,0,4,27
0-3,3894,Travel & Local,2.7,1000,51,66,5095,6975,1,0,9,25
0-3,3900,Casual,2.2,1000,51,67,5095,6549,0,0,1,25
0-3,3901,Books & Reference,2.6,10000,51,49,3,2530,0,0,4,7
0-3,3917,Books & Reference,2.3,10000,51,117,3,14987,0,0,1,26
0-3,3937,Photography,2.9,10000,0,18,3,1554,0,0,7,4
0-3,3951,Tools,2.9,100000,51,66,5095,6771,0,0,5,29
0-3,3978,Libraries & Demo,2,50000,0,12,3,371,0,0,20,0
0-3,4150,Tools,2.9,1000,50,239,6,25816,8,0,7,85
0-3,4164,Media & Video,2.6,50000,0,46,3,4680,0,0,17,9
0-3,4187,Arcade,2.8,10000,0,82,6,8339,0,8,12,66
0-3,4506,Business,2.3,1000,51,471,272,55494,0,0,19,443
0-3,4594,News & Magazines,2.8,10000,51,63,3,7476,0,0,15,20
0-3,4619,Media & Video,2.3,10000,51,61,6,5099,0,0,3,22
0-3,4727,Arcade,2.7,5000,0,30,3,3063,0,1,5,2
0-3,4744,Transportation,2.7,1000,51,124,3,13144,0,0,11,50
0-3,4748,Lifestyle,2.8,10000,51,63,6,7089,1,0,8,21
0-3,4785,Entertainment,2.4,10000,51,55,3660,5493,0,0,2,26
0-3,4786,Photography,2.7,10000,51,171,9,15106,1,1,4,59
0-3,4792,Entertainment,2.8,5000,0,11,3,554,0,1,3,0
0-3,4832,Tools,2.9,50000,0,12,3,498,0,0,4,1
0-3,4834,Arcade,2.3,10000,51,34,3,3388,0,0,16,0
0-3,4921,Music & Audio,2.8,5000,51,24,3,1540,2,0,1,2
0-3,5066,Sports,2.7,1000,51,604,9,59237,0,2,16,131
0-3,5128,Entertainment,2,1000,50,90,3,11251,3,1,7,23
0-3,5164,Business,2.8,1000,51,386,3,29005,0,5,11,127
0-3,5166,News & Magazines,2.5,1000,50,1764,12,198611,2,1,14,654
0-3,5175,Education,2.9,100000,51,1386,12,117734,1,1,6,316
0-3,5224,Business,2.6,1000,50,1275,6,175450,3,2,4,200
0-3,5288,News & Magazines,2.9,1000,92,612,6,76031,0,1,10,161
0-3,5309,News & Magazines,2.8,10000,51,800,15,86806,0,1,4,288
0-3,5328,Music & Audio,2.4,1000,51,109,3,9328,4,1,5,10
0-3,5333,Entertainment,2.3,1000,51,93,3,5631,1,1,3,18
0-3,5339,Music & Audio,2.8,1000,0,325,6,29724,0,2,8,53
0-3,5398,Media & Video,2.8,5000,51,67,6,7953,0,2,7,17
0-3,5411,Puzzle,2.7,1000,51,21,3,1376,2,0,22,0
0-3,5459,Travel & Local,1.9,1000,51,69,6,3134,0,0,4,5
0-3,5481,Entertainment,2.8,1000,51,24,3,2212,0,0,4,5
0-3,5504,Libraries & Demo,2.4,10000,0,21,3,1973,0,0,5,2
0-3,5508,Lifestyle,2.9,5000,0,19,9,1303,0,0,4,2
0-3,5522,Social,2.5,1000,51,1446,5057,96331,0,2,4,431
0-3,5546,Media & Video,2.4,1000,0,61,3,3555,0,2,16,5
0-3,5579,Comics,2,10000,51,107,3,11668,0,0,5,42
0-3,5585,Comics,2.5,5000,51,77,3,8594,0,0,4,24
0-3,5586,Lifestyle,2.5,5000,0,22,3,1137,0,0,3,5
0-3,5643,Entertainment,2.9,50000,0,9,3,253,0,1,38,0
0-3,5680,Shopping,2.8,10000,51,236,9,16686,0,0,5,41
0-3,5682,Business,2.9,10000,51,164,9,15280,3,0,3,45
0-3,5755,Lifestyle,2.8,10000,0,98,3,7070,0,1,4,20
0-3,5789,Education,2.3,1000,51,459,9,48434,2,5,8,129
0-3,6001,Travel & Local,2.9,5000,50,348,6,31820,3,1,6,120
0-3,6094,Entertainment,2.7,5000,51,131,5095,9745,0,0,8,41
0-3,6103,Entertainment,2.8,1000,51,111,3,12191,0,0,8,45
0-3,6117,Media & Video,2.4,10000,51,94,6,12955,0,0,3,24
0-3,6126,Puzzle,2.6,5000,51,23,3,1877,1,0,13,2
0-3,6157,Lifestyle,2.4,1000,51,83,6,8905,0,0,8,18
0-3,6160,Tools,2.8,1000,50,84,6,10293,0,0,2,30
0-3,6166,Entertainment,2.8,1000,51,104,3,13931,0,0,21,28
0-3,6179,Media & Video,1.8,10000,51,114,3,12296,0,0,7,47
0-3,6182,Entertainment,2.2,5000,50,75,12,7878,5,0,3,42
0-3,6198,Entertainment,2.1,1000,51,111,3,12191,0,0,14,45
0-3,6204,Media & Video,2.5,10000,51,113,6,12000,0,0,5,45
0-3,6220,Puzzle,2.5,10000,0,84,3,5687,0,0,3,34
0-3,6228,Business,2.3,1000,51,63,9,4856,0,1,6,14
0-3,6234,Tools,2.7,1000,0,16,3,758,0,0,2,1
0-3,6237,Tools,2.5,10000,51,45,9,3672,0,0,4,3
0-3,6249,News & Magazines,2.1,50000,51,71,3,9332,0,9,3,38
0-3,6470,News & Magazines,2.2,100000,51,940,9,72370,0,0,2,421
0-3,6677,Health & Fitness,2.5,1000,51,1257,15,233544,0,7,5,1071
0-3,6688,Business,2.7,100000,50,683,12,59730,1,0,3,169
0-3,6760,Travel & Local,1.8,1000,0,629,9,91286,0,3,8,47
0-3,6910,Lifestyle,2.8,1000,51,134,6,13583,6,0,2,46
0-3,6929,Sports,2.1,1000,51,541,6,46967,0,4,17,80
0-3,6936,Puzzle,1.2,1000,0,14,3,1719,0,0,19,0
0-3,7128,Puzzle,1,1000,51,107,5117,15066,0,0,11,25
0-3,7140,Lifestyle,2.5,1000,51,3977,22,376664,2,2,19,1081
0-3,7174,Arcade,2.6,1000,51,600,3555,67571,1,2,6,221
0-3,7734,Casual,2.5,1000,51,37,3,6233,0,1,8,8
0-3,8344,Productivity,2.4,1000,51,188,3357,16495,1,0,8,44
0-3,8425,Social,2.9,5000,50,611,12,58833,1,2,11,104
0-3,8511,Education,1,1000,51,279,3390,22644,1,0,2,55
0-3,8629,Card,2.8,1000,51,1264,15,237625,0,7,4,1073
0-3,8885,Tools,2.5,10000,51,2325,12,159035,0,1,3,602
0-3,9490,Business,2.1,1000,51,549,6,61689,0,1,2,156
0-3,9998,Entertainment,1.6,1000,51,116,3,10323,0,1,5,36
0-3,10141,Business,2.4,1000,51,499,348,60686,1,0,10,470
0-3,10743,Business,2.7,100000,50,683,12,59743,1,0,8,169
0-3,10763,Transportation,1.4,1000,51,61,5095,6165,0,0,19,25
0-3,10766,Transportation,2.5,1000,51,61,5095,6165,0,0,2,25
0-3,10767,News & Magazines,1.5,5000,51,119,3,13033,0,0,7,54
0-3,10797,Tools,2,1000,50,186,3357,15381,3,1,5,42
0-3,10798,Tools,2.3,1000,0,36,3,3280,0,1,13,5
0-3,10809,Puzzle,2.5,1000,51,60,5095,6122,0,0,3,26
0-3,10836,Productivity,2.1,5000,0,15,3,973,1,1,8,3
0-3,10846,Shopping,2.1,10000,0,56,3,5854,0,8,4,28
0-3,10848,Transportation,2.8,1000,51,61,5095,6165,0,0,10,25
0-3,10850,Entertainment,2.5,10000,51,63,3,5544,0,0,3,28
0-3,10852,Transportation,2.4,5000,51,61,5095,6165,0,0,8,25
0-3,10854,Shopping,2.9,5000,0,28,6,1109,0,0,6,0
0-3,10877,Communication,2.7,10000,51,49,6,4492,0,0,1,11
0-3,10941,Tools,2.9,50000,0,11,3,618,0,0,3,1
0-3,10968,Travel & Local,2.9,100000,51,107,3,8142,0,1,7,24
0-3,10972,Photography,2.7,100000,51,79,3,8078,1,1,11,32
0-3,11111,Entertainment,2.5,1000,50,1398,15,116719,1,4,16,399
0-3,11116,Entertainment,2.8,1000,95,809,5105,76656,6,1,13,268
0-3,11148,Business,2.8,1000,50,972,12,86237,9,1,8,245
0-3,11149,Finance,2.1,1000,51,1278,9,125426,0,3,13,312
0-3,11163,Media & Video,2.5,10000,51,129,5111,11406,1,0,6,35
0-3,11189,Shopping,2.9,10000,51,316,6,22941,0,4,4,94
0-3,11229,Finance,2.8,1000,51,836,9,77422,0,3,2,350
0-3,11233,Travel & Local,2.5,1000,50,1134,9,132327,0,2,3,379
0-3,11251,Travel & Local,1,1000,51,319,6,23129,0,4,15,97
0-3,11293,Entertainment,2.6,10000,51,377,3,38081,1,3,3,117
0-3,11312,Lifestyle,2.3,1000,100,4707,30,584363,0,5,2,1287
0-3,11325,Transportation,2.8,5000,50,2408,15,293714,0,1,16,475
0-3,11381,Sports,2.4,1000,51,1469,18,160857,0,6,7,464
0-3,11395,Business,2.2,10000,0,36,6,4891,0,0,17,5
0-3,11442,Medical,2.6,10000,51,282,3390,23823,1,0,19,58
0-3,11448,Entertainment,2.2,50000,0,15,3,736,0,0,5,3
0-3,11512,Education,2,1000,51,114,6,8104,0,1,2,24
0-3,11513,Tools,1.4,1000,51,51,115,7345,0,0,3,20
0-3,11566,Lifestyle,2.7,1000,51,118,6,12578,0,1,7,45
0-3,11589,Finance,2.9,1000,51,36,6,2409,0,0,2,6
0-3,11606,Puzzle,2.8,5000,51,65,6,7755,0,0,8,17
0-3,11626,Tools,2.9,10000,50,67,6,7887,2,0,8,23
0-3,11635,Tools,2.5,10000,51,50,6,4597,0,0,9,6
0-3,11690,Health & Fitness,2.9,1000,51,494,9,50254,0,1,2,106
0-3,11774,Entertainment,2.8,1000,51,17,3,1176,0,1,7,4
0-3,11957,Finance,2.4,1000,50,96,6,10619,7,1,7,43
0-3,12260,Puzzle,2.6,1000,50,201,77,20161,0,1,17,53
0-3,12386,Personalization,2.9,10000,51,67,3,7684,3,0,8,37
0-3,12393,Puzzle,2.8,10000,92,992,15,119989,0,5,2,358
0-3,12438,Communication,2.8,1000,50,800,6,97060,1,0,3,310
0-3,12449,Comics,2.3,1000,50,786,9,79807,1,6,20,269
0-3,12457,Arcade,2.8,10000,0,39,3,2251,0,1,2,6
0-3,12494,Casual,2.6,10000,51,53,3660,5536,0,0,6,25
0-3,12499,Weather,2.9,5000,0,9,3,354,3,0,6,0
0-3,12502,Casual,2.8,1000,92,1065,9,122838,0,1,6,225
0-3,12503,Sports,2.4,5000,51,24,3,1811,0,0,3,2
0-3,12505,Tools,2.7,1000,0,75,3,4569,0,1,8,30
0-3,12506,Casual,2.9,1000,51,50,3,3161,0,0,11,9
0-3,12549,Puzzle,2.9,1000,51,45,3,5255,0,0,11,9
0-3,12551,Shopping,2.4,1000,51,116,9,13200,1,0,6,22
0-3,12557,Lifestyle,2.9,1000,51,69,6,7466,0,1,4,32
0-3,12590,Education,2.4,1000,51,323,6,64982,1,1,10,515
0-3,12657,Lifestyle,2.8,1000,51,8,3,265,1,0,22,0
0-3,12776,Lifestyle,2.9,1000,100,2560,12,287909,1,5,1,391
0-3,12851,Entertainment,2.8,1000,51,133,3676,8469,1,0,9,48
0-3,12905,Casual,2.9,100000,0,8,3,292,0,0,16,1
0-3,13191,Tools,2.3,1000,0,27,3,1977,0,0,15,2
0-3,13203,Travel & Local,1,1000,51,1984,15,214228,0,4,21,591
0-3,13360,Entertainment,2.9,10000,51,78,3,8600,0,1,12,35
0-3,13365,Entertainment,2.9,100000,51,1032,12,104283,1,1,2,353
0-3,13396,Business,2.4,1000,51,10,3,802,0,0,7,0
0-3,13621,Weather,2.6,5000,50,208,9,25590,1,5,12,82
0-3,13679,Music & Audio,2.9,5000000,50,4983,12,502133,7,4,2,1504
0-3,13891,Puzzle,1,1000,51,113,5098,16520,0,1,2,66
0-3,13967,Business,2.2,1000,51,84,3,5012,1,1,8,14
0-3,14040,Finance,2.8,10000,51,80,9,8426,0,0,12,29
0-3,15554,Entertainment,2.9,50000,92,3425,15,362014,1,5,8,784
0-3,15915,Productivity,2.1,100000,51,1516,12,144058,2,7,7,471
0-3,16180,Entertainment,2,1000,51,286,6,31814,4,4,2,125
0-3,16421,Social,2.3,1000,51,9,3,250,0,0,5,0
0-3,16546,Entertainment,2.7,100000,92,1212,6,197131,0,2,5,448
0-3,16563,Puzzle,2.5,5000,51,215,6,20310,0,2,10,68
0-3,16598,Puzzle,2.6,5000,51,316,6,34728,0,4,2,112
0-3,16602,Entertainment,2.3,1000,51,479,9,44825,0,2,7,115
0-3,16753,Sports,2.8,10000,100,1269,6,146536,2,3,2,305
0-3,16767,Lifestyle,2.9,10000,50,2607,18,289563,1,3,5,532
0-3,16873,Music,2.9,1000,92,1319,12,154937,0,8,3,434
0-3,17017,Transportation,2.6,5000,51,41,3,3130,0,0,5,5
0-3,17028,Finance,2.7,10000,51,1673,12,198608,1,1,11,603
0-3,17047,Social,2.8,10000,92,3596,15,372494,1,9,4,957
0-3,17051,News & Magazines,2.3,100000,51,1793,12,201416,1,1,10,414
0-3,17063,Education,2.9,5000,51,38,6,4069,1,0,5,21
0-3,17094,Entertainment,2.7,1000,50,196,6,19525,4,2,2,58
0-3,17127,Entertainment,2.8,50000,51,62,3,6920,1,1,12,17
0-3,17144,Productivity,2.6,10000,51,37,3,5837,0,1,3,7
0-3,17157,Family,2.4,10000,51,55,3682,5709,0,0,3,20
0-3,17162,Shopping,2.6,5000,51,81,3,6833,0,0,24,30
0-3,17169,Casual,2.9,5000,51,92,3,9995,1,0,2,25
0-3,17174,Productivity,2.5,1000,51,50,3,4506,0,0,6,17
0-3,17176,Tools,2.4,5000,51,52,115,7386,0,0,17,21
0-3,17180,Entertainment,2.7,1000,0,18,3,877,0,0,2,0
0-3,17183,Puzzle,2.9,5000,0,9,3,330,0,0,7,2
0-3,17189,Tools,2.7,1000,50,68,3,7938,2,0,18,20
0-3,17221,Arcade,1.3,1000,0,92,6,10826,0,0,3,16
0-3,17237,Finance,2.8,5000,51,123,6,12321,0,0,12,46
0-3,17245,Media & Video,2,5000,51,57,3,3339,0,0,11,14
0-3,17372,Puzzle,2.4,1000,51,553,9,50269,0,1,17,113
0-3,17444,Tools,2.9,50000,51,1322,15,297213,1,10,6,1300
0-3,17621,Tools,2.8,1000000,92,216,6,41501,0,1,13,83
0-3,17906,Entertainment,2.8,1000,51,64,5114,6551,0,0,6,21
0-3,17943,Puzzle,2.9,5000,92,513,9,46668,1,6,7,189
0-3,17952,Puzzle,2.7,1000,51,843,6,74244,1,3,9,175
0-3,18002,Card,2.5,1000,92,4194,15,458684,0,8,24,1145
0-3,18057,Puzzle,2.7,1000,51,47,3,6252,0,0,2,25
0-3,18107,Card,2.7,10000,51,26,3,2121,0,0,4,5
0-3,18170,Entertainment,2.9,1000,51,366,6,33977,0,1,7,66
0-3,18269,Puzzle,1.8,1000,51,40,6,2976,0,6,5,4
0-3,18381,Transportation,2.9,5000000,50,2202,18,247038,4,4,6,937
0-3,18672,Entertainment,2.8,1000,51,1450,269570,143209,0,3,3,422
0-3,18805,Puzzle,2.8,50000,92,860,72,123677,0,7,8,322
0-3,18994,Social,1.7,1000,51,158,9,13508,2,1,19,66
0-3,19003,Education,2.6,1000,51,180,6,21276,1,2,5,90
0-3,19462,Photography,2.9,10000,0,108,6,7745,1,0,2,28
0-3,19602,Music & Audio,2.4,50000,100,553,6,72775,0,2,9,146
0-3,19660,News & Magazines,2.7,1000,51,187,3357,15927,0,0,1,41
0-3,19674,Entertainment,2.4,10000,92,574,12,65703,1,7,2,260
0-3,19695,Books & Reference,2.9,1000,51,391,9,39033,0,0,2,164
0-3,19704,Books & Reference,2.3,10000,51,227,3354,20416,0,6,6,69
0-3,19714,Casual,2.7,10000,0,12,3,569,0,1,4,1
0-3,19865,Arcade,2.8,1000,0,105,6,17232,0,0,5,59
0-3,19937,Sports,2.7,1000,51,89,6,8233,2,0,21,36
0-3,19941,Entertainment,2.8,5000,51,145,6,11571,0,1,16,57
0-3,19944,Finance,2.7,5000,51,812,9,67592,1,1,2,215
0-3,19953,News & Magazines,2.6,10000,51,1268,9,125874,0,3,6,426
0-3,20041,Books & Reference,2.8,1000,51,763,9,78350,3,2,5,218
0-3,20059,Tools,2.4,10000,50,591,9,58554,2,1,5,109
0-3,20387,Tools,2.6,100000,51,634,9,55512,3,3,5,168
0-3,20558,Entertainment,2.2,1000,50,191,6,12835,1,1,14,40
0-3,20866,Transportation,2.9,5000000,51,2430,18,269241,5,3,6,986
0-3,21468,Tools,2.3,1000,0,6,3,129,0,0,7,0
0-3,21744,Travel & Local,2.5,1000,50,1457,103,157572,3,6,1,517
0-3,22503,Entertainment,2.9,10000,51,732,9,77323,8,1,3,208
0-3,22555,Business,2.6,1000,50,1284,6,176266,3,2,3,201
0-3,22562,Education,2.7,5000,0,260,6,24526,0,3,1,52
0-3,22857,Books & Reference,2.6,1000,51,1442,9,119700,2,1,17,343
0-3,23003,Puzzle,2.9,1000,92,554,5098,48608,1,1,4,166
0-3,23081,Education,2.3,1000,51,402,12,47276,3,0,2,159
0-3,23109,Media & Video,2.6,50000,51,1502,12,175560,0,2,3,543
0-3,23269,News & Magazines,2,1000,51,85,6,9573,0,0,6,62
0-3,24826,Productivity,2.4,1000,51,188,3357,16495,1,0,18,44
0-3,25909,Travel & Local,2.9,5000,50,614,3,44171,3,0,18,179
0-3,25958,News & Magazines,2.3,100000,51,1792,12,201445,1,1,10,414
0-3,26304,Puzzle,2.5,10000,100,2377,9,237923,1,2,6,738
0-3,26466,Tools,1.8,10000,50,829,9,71394,5,0,11,179
0-3,26469,Tools,1.4,10000,50,1030,16,125900,5,4,2,285
0-3,27104,Sports,2,5000,51,62,5095,6225,0,0,19,25
0-3,27120,Communication,1.8,1000,50,146,12,10707,4,3,4,17
0-3,27408,Tools,2.7,1000,50,319,6,23141,0,3,2,97
0-3,27428,Entertainment,2.8,1000,50,114,9,12007,1,4,3,44
0-3,27486,Books & Reference,2.7,1000,95,844,9,116335,7,2,12,237
0-3,27488,Travel & Local,2.9,1000,51,493,9,50903,1,3,5,109
0-3,27629,Productivity,2.9,5000,50,1667,21,175441,5,0,7,519
0-3,27714,Sports,2.9,50000,92,552,6,71235,0,1,30,146
0-3,27794,Card,2.3,1000,51,822,9,76389,0,4,6,243
0-3,27837,Tools,2,1000,51,446,9,50390,1,1,8,198
0-3,27948,Medical,2.9,1000,50,103,9,12537,7,1,2,53
0-3,28431,Educational,2.7,1000,92,273,5104,28813,0,10,15,88
0-3,28435,Productivity,2.9,10000,51,1744,15,194638,1,4,9,672
0-3,28480,Arcade,2.6,10000,0,147,6,10220,2,1,9,11
0-3,28490,Personalization,2.7,5000,92,943,12,121199,1,2,4,222
0-3,28495,Entertainment,2.8,5000,51,1266,15,281267,0,10,6,1243
0-3,28661,Sports,2.3,5000,50,58,6,8939,2,0,15,12
0-3,28662,Social,2.3,5000,51,138,3,15318,2,1,1,51
0-3,28674,Shopping,2.7,5000,50,1410,18,138849,2,6,12,426
0-3,28856,Lifestyle,2.9,1000,51,684,9,63737,2,3,11,167
0-3,28883,Business,2.6,1000,51,215,6,22833,0,0,18,54
0-3,28889,Tools,2.8,5000,51,22,3,1842,0,0,5,2
0-3,28905,Shopping,2.2,1000,51,57,3,6447,0,0,1,19
0-3,28982,Education,2.3,1000,92,242,9,23674,0,9,3,78
0-3,29008,Casual,2.7,1000,51,70,5111,6431,0,0,3,25
0-3,29079,Entertainment,2.9,1000,92,627,9,82588,0,2,8,186
0-3,29154,Puzzle,2.1,1000,0,345,6,30752,1,3,4,59
0-3,29178,Music & Audio,2.9,1000,92,1694,5123,172785,3,2,1,369
0-3,29310,Music & Audio,2.7,1000,51,17,3,1497,0,1,2,2
0-3,29326,Communication,2.7,5000,51,31,3,4712,4,0,11,15
0-3,29327,Lifestyle,2.4,5000,92,676,14,101790,0,1,4,231
0-3,29718,Sports,2.7,1000,51,235,6,21342,0,5,7,49
0-3,29769,Education,2.7,10000,51,238,15,22295,3,0,8,91
0-3,29799,Business,2.6,5000,51,243,6,22691,0,0,4,98
0-3,30113,Media & Video,2.8,1000,88,856,5105,80807,6,0,5,287
0-3,30115,Lifestyle,2.8,1000,100,5165,15,523427,2,1,10,1299
0-3,30203,Sports,2.4,1000,0,59,6,5184,1,9,9,28
0-3,30207,Sports,2.2,5000,50,718,6,75209,1,1,15,255
0-3,30256,News & Magazines,2.8,1000,92,575,6,74777,0,1,2,158
0-3,30266,Business,2.9,1000,51,233,3660,28039,1,5,9,90
0-3,30300,Casual,2.9,10000,0,97,6,9100,0,8,9,69
0-3,30348,Education,2.5,5000,0,280,9,26208,0,6,9,74
0-3,30367,Books & Reference,2.9,10000,51,123,6,11940,0,2,5,54
0-3,30423,Entertainment,2.9,1000,51,118,3,6997,1,1,4,26
0-3,30437,Transportation,2.2,1000,50,269,9,40532,1,1,16,66
0-3,30447,Business,2.8,1000,50,1239,12,113374,3,1,3,274
0-3,30452,Transportation,2.8,1000,50,269,9,40532,1,1,11,66
0-3,30455,Puzzle,2.8,1000,92,348,9,53501,0,1,6,119
0-3,30481,Media & Video,2.9,5000,92,2833,9,338045,2,2,9,693
0-3,30485,Music & Audio,2.8,5000,50,202,6,22969,2,0,3,106
0-3,30727,Books & Reference,1,1000,51,6,3,131,0,0,1,0
0-3,30734,Travel & Local,1.9,5000,51,13,6,350,0,0,1,1
0-3,30744,Entertainment,2.8,5000,0,8,3,205,0,0,1,0
0-3,30745,Tools,2.1,1000,51,7,3,534,0,0,1,0
0-3,30746,Tools,2.9,1000,0,7,3,231,0,0,1,1
0-3,30757,Productivity,2.9,5000,0,6,3,129,0,0,1,0
0-3,30764,Entertainment,1.8,10000,51,6,3,161,0,0,1,0
0-3,30766,News & Magazines,2.9,10000,0,1,3,48,0,0,1,1
0-3,30770,Travel & Local,2.9,1000,50,589,9,66312,1,4,1,180
0-3,30833,Communication,2.8,10000,92,1573,9,177110,0,1,1,438
0-3,30930,Entertainment,2.9,50000,51,962,3393,85687,0,1,7,158
0-3,30978,Social,2.8,1000,51,29,3,3224,0,0,1,8
0-3,30997,Puzzle,2.8,1000,0,38,6,3155,0,1,2,15
0-3,31094,Health & Fitness,2.7,1000,0,64,3,8907,0,10,12,35
0-3,31161,Card,2.4,1000,51,630,9,63993,0,5,6,179
0-3,31414,Education,2.8,5000,92,1996,18,267936,0,6,3,458
0-3,31508,Education,2.9,10000,51,86,6,9318,3,0,2,23
0-3,31780,News & Magazines,2.9,100000,51,34,3,3371,0,0,1,9
0-3,31857,Lifestyle,2.8,1000000,50,245,6,13027,8,0,3,43
0-3,31875,Tools,2.2,10000,51,6,3,132,1,0,1,0
0-3,32108,Communication,2.9,1000,51,1311,15,285921,2,11,8,1227
