,rowID,Genre,UserRatings,LowerDownloads,FuzzyRisk,JavaFiles,DefectCount,LOC,OPrivCount,UPrivCount,PermissionCount,jlint
5-Mar,429,Tools,4.1,10000,51,109,5114,11059,0,0,3,27
5-Mar,430,Education,3.9,10000,0,151,3,12531,0,1,6,54
5-Mar,435,Tools,4.4,10000,92,847,15,104032,0,2,5,283
5-Mar,437,Communication,4.1,10000,52,2156,21,245741,6,0,11,740
5-Mar,438,Arcade,4.1,5000,92,1281,6,176651,0,1,4,152
5-Mar,440,Media & Video,4,5000,50,203,3,17090,3,3,6,65
5-Mar,441,Social,4.1,10000,50,84,9,7032,0,3,4,13
5-Mar,443,Tools,4.2,10000,100,4545,20,555093,3,3,4,1128
5-Mar,445,Books & Reference,4.1,10000,92,384,534,63670,2,1,3,122
5-Mar,446,Puzzle,4.1,5000,92,3034,6,431960,1,2,3,719
5-Mar,447,Productivity,4,10000,0,333,6,23022,0,0,5,68
5-Mar,448,Puzzle,3.6,1000,51,76,3663,7250,0,1,1,29
5-Mar,449,Entertainment,3.8,10000,51,153,9,16140,2,2,9,33
5-Mar,450,Communication,4,10000,53,788,6,81860,11,0,3,255
5-Mar,451,Finance,3.3,10000,50,1054,15,120183,0,5,6,391
5-Mar,452,Lifestyle,4.4,5000,92,222,3,41210,0,1,1,86
5-Mar,453,Music & Audio,4.1,1000,100,3683,120,402659,0,3,6,925
5-Mar,454,Business,4.7,1000,51,1921,12,254227,0,4,2,652
5-Mar,455,Media & Video,3.1,5000,51,195,18,11098,2,1,3,2
5-Mar,456,Finance,3.6,10000,51,555,6,49000,0,3,4,128
5-Mar,458,Tools,4.1,10000,0,81,4958,13119,0,2,8,28
5-Mar,459,Travel & Local,4.3,10000,50,421,15,48930,0,3,19,148
5-Mar,461,Tools,4.2,10000,92,931,9,108047,4,2,11,226
5-Mar,464,Sports,4.3,10000,92,990,13,122380,0,5,1,274
5-Mar,467,Finance,3.7,5000,51,864,12,78049,1,0,3,211
5-Mar,470,Entertainment,4.2,10000,0,295,6,25939,0,2,21,48
5-Mar,471,Music & Audio,4.1,5000,51,1693,12,159339,2,1,6,492
5-Mar,472,Tools,3.8,50000,51,36,6,5303,2,0,13,3
5-Mar,480,Card,3,5000,0,14,3,1181,0,0,11,1
5-Mar,482,Music & Audio,3.3,50000,51,763,6,82478,0,2,2,224
5-Mar,483,Entertainment,3.7,10000,92,653,6,83004,0,2,11,155
5-Mar,484,Books & Reference,3.1,50000,51,357,9,30012,0,3,11,58
5-Mar,485,Puzzle,3.9,10000,51,262,3354,20781,0,0,6,63
5-Mar,486,Tools,4.1,10000,50,2838,12,212933,2,4,6,552
5-Mar,487,Puzzle,3.2,50000,51,153,6,17335,0,1,1,59
5-Mar,494,Arcade,3,10000,50,124,6,15363,0,1,11,25
5-Mar,496,Tools,3.6,100000,92,233,6,43743,0,3,2,96
5-Mar,497,Education,4.1,10000,51,80,6,4877,0,1,1,8
5-Mar,498,Tools,4.3,50000,92,928,15,126166,0,2,7,324
5-Mar,499,Lifestyle,3.9,50000,51,2525,30,284982,0,5,2,949
5-Mar,502,Tools,4.4,50000,50,151,5114,13387,1,1,7,38
5-Mar,503,Education,4.2,50000,0,137,3,9797,0,1,5,38
5-Mar,504,Travel & Local,3.1,1000,51,79,6,12776,0,0,5,55
5-Mar,512,Books & Reference,4.9,1000,92,240,6,42317,1,1,2,85
5-Mar,514,Music & Audio,4,1000,0,325,6,29724,0,2,3,53
5-Mar,516,Entertainment,3,1000,51,45,6,3510,0,0,5,14
5-Mar,517,Travel & Local,4.4,1000,51,319,6,23129,0,4,9,97
5-Mar,518,Travel & Local,4,1000,100,463,6,77153,1,6,11,212
5-Mar,519,Finance,4.1,1000,0,105,6,10978,1,1,5,53
5-Mar,520,Education,4.4,1000,0,15,6,693,0,1,12,6
5-Mar,521,Puzzle,4.2,50000,92,2020,9,208925,0,6,9,640
5-Mar,522,Books & Reference,3.3,100000,51,3264,69,281164,1,2,6,1045
5-Mar,523,Music & Audio,4.2,10000,51,610,6,55731,0,1,2,149
5-Mar,525,Arcade,3.1,5000,0,533,69,59482,0,9,4,150
5-Mar,526,Communication,3.4,50000,53,457,147,52799,10,0,3,717
5-Mar,527,Finance,4.4,100000,50,1888,18,135489,1,2,1,643
5-Mar,528,Education,3.5,10000,51,73,5095,7062,0,1,11,27
5-Mar,529,Finance,4.2,10000,51,78,3,2886,4,0,6,0
5-Mar,530,Action,4,10000,100,3839,15,420547,1,4,12,1079
5-Mar,531,Communication,4.2,10000,51,372,3,27789,0,5,6,121
5-Mar,532,Tools,3.8,100000,92,929,9,110710,4,5,11,225
5-Mar,563,Casual,4.9,1000,50,423,5111,39292,0,1,5,142
5-Mar,564,Media & Video,4,1000,50,1578,6,183936,0,2,6,480
5-Mar,565,Personalization,3.2,1000,51,854,6,83289,2,2,2,239
5-Mar,566,News & Magazines,3.3,1000,92,613,6,76639,0,1,10,167
5-Mar,569,Travel & Local,3.2,1000,50,191,6,18887,1,1,18,69
5-Mar,571,Casual,3.4,5000,51,223,3360,20752,2,1,8,51
5-Mar,573,Music & Audio,3.7,10000,51,1199,12,112843,2,2,1,268
5-Mar,575,Entertainment,3.8,5000,100,1196,12,100775,2,1,18,296
5-Mar,576,Productivity,4.2,10000,51,96,5117,8798,0,0,8,24
5-Mar,577,Entertainment,3.6,100000,51,524,12,48319,0,1,14,117
5-Mar,579,Education,4.3,100000,92,1112,9,121397,2,3,7,329
5-Mar,580,Communication,4.1,10000,0,323,42,27739,2,0,12,60
5-Mar,582,Entertainment,3.9,100000,51,5791,25,556422,0,6,4,1626
5-Mar,583,Lifestyle,4.1,1000,51,73,5111,7034,0,1,15,23
5-Mar,585,Puzzle,3.6,10000,0,54,3,4302,0,0,5,25
5-Mar,586,Entertainment,3.6,100000,51,527,12,48801,0,1,11,113
5-Mar,587,Lifestyle,4.3,100000,92,1330,7003,256634,1,2,8,325
5-Mar,589,Shopping,4.4,100000,100,2493,15,332663,4,6,2,872
5-Mar,590,Travel & Local,4.5,100000,50,3991,15,464290,1,6,2,1031
5-Mar,591,Communication,4.4,50000,51,87,6,9430,0,0,3,52
5-Mar,602,Shopping,4.3,1000,0,16,6,761,0,0,14,1
5-Mar,603,News & Magazines,4.2,1000,51,1689,6,237431,0,3,2,622
5-Mar,604,Educational,3.6,5000,0,11,3,2989,0,0,8,11
5-Mar,620,Education,4.2,1000,51,97,12,10613,0,6,5,43
5-Mar,628,Arcade,5,1000,50,166,6,15031,2,1,11,58
5-Mar,631,Tools,4.3,10000,0,9,6,1227,0,0,2,6
5-Mar,635,Entertainment,3.6,1000,50,1678,9,170927,2,1,5,260
5-Mar,638,News & Magazines,3.8,5000,92,612,6,76356,0,1,16,167
5-Mar,639,Travel & Local,3.8,1000,50,727,6,61806,3,1,12,145
5-Mar,640,Lifestyle,3.9,10000,50,286,9,31737,2,5,10,64
5-Mar,641,News & Magazines,3.3,5000,92,613,6,76639,0,1,13,167
5-Mar,643,Tools,3.9,10000,51,130,3406,7666,1,0,5,27
5-Mar,645,News & Magazines,4,5000,92,613,6,76639,0,1,14,167
5-Mar,647,Music & Audio,3.8,10000,51,1179,41338,111217,0,6,13,343
5-Mar,648,Puzzle,3.6,10000,51,726,12,68425,0,2,3,194
5-Mar,649,Music & Audio,3.9,10000,92,967,6,110180,0,1,7,251
5-Mar,650,Education,3.5,10000,51,509,12,58577,0,9,3,217
5-Mar,651,Education,3.3,100000,51,2125,9,196881,2,1,2,789
5-Mar,652,Music & Audio,4.3,10000,51,1179,41338,111125,0,6,5,343
5-Mar,653,Books & Reference,4.5,5000,92,232,53112,28433,4,1,21,84
5-Mar,654,Entertainment,4.1,50000,51,51,6,3577,0,0,15,14
5-Mar,655,Entertainment,4.2,50000,51,64,3,6945,2,0,12,5
5-Mar,656,Music & Audio,3.8,100000,51,106,4956,9771,0,1,2,26
5-Mar,657,Tools,4.3,50000,0,52,6,4363,0,0,14,16
5-Mar,658,Tools,3.9,100000,51,248,3,37291,1,3,5,89
5-Mar,690,Tools,3.7,500000,51,1999,9,193199,1,2,3,579
5-Mar,691,Puzzle,3.8,100000,92,3214,12,338034,1,3,4,965
5-Mar,693,Business,4.2,5000,51,365,6,32029,11,1,5,58
5-Mar,694,Entertainment,4.3,500000,51,407,6,36368,0,1,9,69
5-Mar,695,Social,4.1,100000,100,798,6,110236,1,3,2,263
5-Mar,696,Adventure,3.9,1000000,51,274,9,63832,4,1,3,238
5-Mar,697,Casual,3.5,50000,100,1119,6,157577,0,2,14,144
5-Mar,698,Education,4.1,1000,0,737,6,79951,0,4,7,151
5-Mar,700,Casual,4,50000,51,133,5114,12652,1,0,5,47
5-Mar,701,Tools,4.1,50000,0,30,3,2558,0,1,2,1
5-Mar,703,Communication,4.3,1000000,50,904,15,89941,6,2,15,386
5-Mar,705,Productivity,3.9,10000,51,468,6,51320,0,4,6,110
5-Mar,706,Puzzle,3.2,10000,100,986,6,122563,0,5,11,290
5-Mar,711,Books & Reference,4.6,1000,92,857,6,96778,0,1,8,205
5-Mar,715,Music & Audio,4,10000,51,254,9,45094,1,5,4,80
5-Mar,719,Shopping,3,50000,51,1305,15,116373,3,2,13,181
5-Mar,720,Arcade,4.2,10000,51,111,6,14936,0,2,4,89
5-Mar,737,Education,4.7,50000,51,61,5098,6167,0,0,3,25
5-Mar,741,Productivity,3.8,1000,0,233,6,18682,0,6,3,53
5-Mar,743,Education,4,1000,51,97,12,10613,0,6,6,43
5-Mar,746,Productivity,4,1000,51,64,6,5401,0,0,10,6
5-Mar,750,Personalization,3.9,1000,92,815,12,114601,1,1,27,260
5-Mar,751,Books & Reference,4.7,1000,0,99,9,12040,0,6,3,51
5-Mar,754,Education,4.7,1000,51,1417,12,148489,0,4,11,394
5-Mar,756,Education,3.7,1000,92,559,6,73090,1,1,8,141
5-Mar,758,Entertainment,3.3,5000,92,663,9,95346,1,1,3,193
5-Mar,759,Education,4.2,1000,51,257,6,35373,0,6,6,122
5-Mar,765,Entertainment,3.5,10000,51,1323,24,135577,2,2,4,363
5-Mar,766,Education,3.6,10000,51,510,9,55440,0,2,4,147
5-Mar,769,Arcade,3.5,10000,51,924,6,68349,0,3,5,284
5-Mar,770,Entertainment,4.1,10000,92,227,9,22424,0,9,4,71
5-Mar,771,Casual,3.6,100000,51,209,6,20051,0,3,8,174
5-Mar,772,Arcade,3,500000,51,221,6,18936,0,0,4,70
5-Mar,775,Action,3.9,500000,100,2130,6,320371,0,1,5,536
5-Mar,781,Entertainment,4.2,50000,51,0,0,0,8,0,2,0
5-Mar,782,Education,4.3,1000,51,229,6,21049,1,2,5,146
5-Mar,785,News & Magazines,3.4,1000,51,3024,12,320532,2,2,3,799
5-Mar,786,Finance,4.6,5000,51,325,9,31628,0,3,12,97
5-Mar,787,Education,3.5,5000,92,225,3,41768,1,1,31,85
5-Mar,788,Entertainment,4.4,5000,0,285,6,25465,0,2,14,45
5-Mar,789,Books & Reference,3.9,1000,92,1205,6,195789,1,2,5,443
5-Mar,790,Education,3.2,10000,92,235,6,49928,1,1,13,122
5-Mar,791,Education,3.5,10000,51,87,6,10451,0,7,18,42
5-Mar,792,Health & Fitness,3.7,10000,0,29,3,2039,0,0,5,6
5-Mar,794,Entertainment,4,10000,51,661,12,59179,0,1,5,179
5-Mar,795,News & Magazines,3.5,10000,92,549,15,49388,2,7,11,171
5-Mar,796,Education,3.6,10000,92,957,9,86481,2,4,4,248
5-Mar,797,News & Magazines,3.2,10000,51,1963,12,161426,1,2,4,531
5-Mar,800,Tools,4.5,10000,51,725,6,86172,0,3,5,157
5-Mar,801,Education,4.2,10000,50,1445,6,152686,2,3,15,420
5-Mar,803,Entertainment,3.5,10000,51,0,0,0,7,0,11,0
5-Mar,804,Education,3.7,50000,92,220,3,41359,1,1,13,81
5-Mar,805,Card,4,10000,51,648,6,43645,0,3,16,211
5-Mar,806,Tools,4.2,10000,0,20,6,1190,0,0,4,3
5-Mar,807,Entertainment,3.7,50000,50,150,3,12537,0,1,7,41
5-Mar,809,Health & Fitness,4,100000,51,511,9,42573,0,2,2,111
5-Mar,810,Entertainment,4.2,50000,51,0,0,0,8,0,16,0
5-Mar,811,Entertainment,4.1,50000,51,0,0,0,7,0,1,0
5-Mar,814,Entertainment,4.1,100000,51,0,0,0,9,0,8,0
5-Mar,815,Entertainment,3.7,100000,51,0,0,0,10,0,4,0
5-Mar,816,Entertainment,4.2,50000,51,0,0,0,6,0,6,0
5-Mar,817,Photography,4.1,100000,50,1524,9,138530,0,1,2,331
5-Mar,818,Education,4,100000,92,310,9,34470,0,2,1,96
5-Mar,819,Entertainment,4.1,100000,51,0,0,0,4,2,4,0
5-Mar,821,Tools,4.2,500000,50,442,6,39117,13,1,9,150
5-Mar,822,Personalization,4.1,1000000,51,437,9,49390,3,3,8,166
5-Mar,823,Tools,4.4,10000000,100,4604,9,430125,18,3,4,1314
5-Mar,824,Lifestyle,3.9,1000,92,524,6,70187,0,1,8,134
5-Mar,830,Shopping,4.2,1000,51,470,6,43696,1,2,2,77
5-Mar,831,Medical,3.9,1000,51,150,6,20004,1,5,2,69
5-Mar,832,Entertainment,4.2,1000,92,169,6,19255,0,8,3,51
5-Mar,833,Education,3.1,5000,92,13,6,1707,2,0,14,0
5-Mar,835,Business,3.4,1000,51,699,21,80094,9,1,2,313
5-Mar,837,Tools,4.3,5000,51,195,9,15674,3,0,7,48
5-Mar,838,Education,3.2,10000,92,13,6,1707,2,0,2,0
5-Mar,839,Communication,3.8,5000,51,405,6,37316,1,2,3,149
5-Mar,840,Entertainment,4.4,1000,51,868,9,70889,0,5,1,199
5-Mar,841,Books & Reference,4.7,1000,0,298,6,26974,0,2,7,47
5-Mar,842,Transportation,3.9,5000,0,741,6,79622,1,4,3,151
5-Mar,843,Education,4.7,1000,0,753,6,80722,0,4,1,162
5-Mar,846,Lifestyle,3.8,50000,92,3609,9,448337,0,4,14,824
5-Mar,847,Education,4.5,50000,0,55,3,3682,0,1,4,12
5-Mar,848,Travel & Local,4.3,50000,100,318,3,49432,0,1,3,100
5-Mar,849,Entertainment,4,10000,51,483,9,37174,0,3,3,87
5-Mar,866,Sports,4,1000,50,487,6,45000,4,2,1,133
5-Mar,879,Media & Video,3.8,1000,51,175,9,15500,0,1,8,62
5-Mar,881,Tools,4.9,1000,92,204,3,40361,1,1,6,82
5-Mar,882,Education,4.4,50000,0,67,3,4394,0,1,8,14
5-Mar,883,Media & Video,4.6,10000,88,1496,18,162361,6,1,4,416
5-Mar,884,Lifestyle,4.6,10000,92,583,6,78430,1,3,14,148
5-Mar,885,Education,4.2,50000,92,2065,6,230171,0,2,3,598
5-Mar,886,Personalization,3.6,100000,100,686,3,89547,0,2,11,197
5-Mar,887,Shopping,4.5,10000,92,2734,6,314748,1,3,5,527
5-Mar,888,Finance,3.3,100000,51,741,9,75465,2,1,5,199
5-Mar,890,Tools,4.1,100000,50,938,6,99250,2,3,1,243
5-Mar,891,Tools,4,50000,92,719,9,88538,0,3,4,166
5-Mar,892,Lifestyle,4.1,1000000,50,4686,15,591350,2,1,4,1416
5-Mar,893,Sports,4.4,50000,92,2549,12,290482,2,3,2,503
5-Mar,894,Sports,4.8,100000,92,2490,12,286339,2,3,3,491
5-Mar,896,Tools,4,5000,92,1417,15,141050,0,4,3,424
5-Mar,898,Medical,3.9,50000,50,532,9,64660,1,2,2,93
5-Mar,899,Lifestyle,4.1,100000,51,505,3663,44648,2,0,2,91
5-Mar,900,Entertainment,4.1,100000,51,224,9,18926,0,0,1,57
5-Mar,902,Education,4.5,100000,50,669,9,62123,3,3,1,197
5-Mar,903,Lifestyle,4.8,100000,100,3916,12,437049,1,2,9,832
5-Mar,905,Casual,4.4,50000,92,204,6,22880,0,9,6,59
5-Mar,907,Productivity,3.9,500000,51,324,12,28589,0,0,5,116
5-Mar,909,Sports,3.2,5000,51,452,6,40536,2,1,22,106
5-Mar,910,Music & Audio,3.4,500000,0,15,3,542,0,0,5,4
5-Mar,911,Education,4.6,100000,92,447,6,65545,2,3,2,145
5-Mar,912,Personalization,4,1000000,0,181,3,19514,0,3,2,70
5-Mar,913,Family,4.3,1000000,51,2327,2317,253186,6,3,2,437
5-Mar,914,Productivity,4.1,1000000,95,2232,6,265478,6,0,3,405
5-Mar,915,Puzzle,3.5,100000,50,489,7,67287,0,3,2,457
5-Mar,916,Business,4.1,5000000,92,3796,12,372117,13,0,2,856
5-Mar,917,Music & Audio,3.3,1000000,92,1347,9,185960,0,1,5,663
5-Mar,928,Finance,4.1,1000,50,2202,15,218431,2,3,1,468
5-Mar,929,Finance,3.3,1000,51,115,6,14942,1,8,15,63
5-Mar,931,Finance,4.6,1000,51,51,3,5024,0,0,1,9
5-Mar,932,Finance,3.7,10000,51,76,5114,7020,0,0,5,22
5-Mar,933,Productivity,4,10000,51,2640,6,269936,1,4,1,969
5-Mar,936,Music & Audio,4.5,1000,50,1722,9,188927,2,2,7,579
5-Mar,953,Business,4.5,10000,51,145,6,19120,7,1,3,40
5-Mar,954,Music & Audio,4.2,1000,51,1179,41338,111187,0,6,6,343
5-Mar,955,Finance,5,1000,50,6881,22,720667,0,2,6,2624
5-Mar,956,Music & Audio,3.6,10000,51,1179,41338,111271,0,6,11,343
5-Mar,958,Productivity,4.2,100000,51,98,3,8942,1,0,2,13
5-Mar,959,Music & Audio,4.4,100000,51,524,9,34024,0,1,2,188
5-Mar,961,Transportation,4.2,1000000,50,2496,85386,240750,2,1,3,467
5-Mar,974,Sports,4.3,1000,50,945,9,105680,1,7,42,378
5-Mar,976,Travel & Local,3.7,1000,92,3022,15,304933,1,9,3,902
5-Mar,977,Lifestyle,4.7,1000,51,829,9,75652,1,1,5,187
5-Mar,978,Social,4.1,10000,50,1176,15,101518,0,1,5,187
5-Mar,979,Productivity,4.4,50000,51,1052,2280,203028,0,2,4,672
5-Mar,980,Entertainment,3.8,50000,95,703,9,80905,6,2,6,217
5-Mar,982,Books & Reference,4.2,1000000,92,1518,12,180973,0,6,1,462
5-Mar,993,Social,3.4,50000,51,12,3,379,0,0,1,0
5-Mar,997,Transportation,3.6,10000,100,1082,6,105769,0,0,6,192
5-Mar,1000,Personalization,4.5,10000,92,321,6,57126,0,3,2,132
5-Mar,1001,Travel & Local,3.8,10000,88,1884,12,176503,7,3,13,632
5-Mar,1002,Education,4.4,10000,92,844,18,94967,0,1,6,221
5-Mar,1004,Health & Fitness,3.6,10000,0,78,6,6963,0,0,6,9
5-Mar,1005,Tools,3.3,500000,50,180,9,23130,0,2,5,96
5-Mar,1006,Health & Fitness,4.2,100000,51,480,9,45649,1,1,18,106
5-Mar,1024,Finance,3.8,1000,0,1585,9,180108,0,5,3,199
5-Mar,1025,News & Magazines,3.9,1000,92,575,6,74777,0,1,3,158
5-Mar,1026,Travel & Local,4.7,1000,100,463,6,77153,1,6,8,212
5-Mar,1027,Productivity,4.4,1000,0,291,6,26018,1,1,3,47
5-Mar,1028,Entertainment,4.5,1000,100,1394,12,169168,4,1,13,369
5-Mar,1030,Entertainment,4.1,5000,100,1424,9,165588,4,1,6,378
5-Mar,1031,Education,4.6,5000,51,155,6,14814,0,0,9,24
5-Mar,1032,Personalization,4.7,1000,92,3234,9,446553,1,1,2,869
5-Mar,1033,Education,4.5,10000,51,174,6,11611,1,0,1,41
5-Mar,1034,Entertainment,4.3,500000,51,2262,15,259818,3,2,1,567
5-Mar,1044,Sports,3.6,1000,92,653,6,73514,1,2,2,202
5-Mar,1048,Travel & Local,4,1000,50,548,18,54602,2,1,2,164
5-Mar,1052,Finance,4,1000,50,56,6,3498,1,0,6,18
5-Mar,1053,Entertainment,4.4,5000,51,404,9,37771,3,1,3,63
5-Mar,1054,Tools,3.4,5000,51,42,3,5029,1,0,6,16
5-Mar,1057,Finance,4.2,1000,50,56,6,4260,1,0,5,18
5-Mar,1059,Finance,4.1,5000,51,362,9,37432,0,1,3,102
5-Mar,1061,Travel & Local,3.4,100000,51,1757,18,243682,0,3,2,582
5-Mar,1063,Finance,4.2,10000,51,67,3676,6449,0,0,4,21
5-Mar,1066,Finance,4.6,10000,50,1312,12,137514,0,2,13,268
5-Mar,1068,Finance,4.2,1000,51,21,6,1757,1,0,3,4
5-Mar,1070,Music & Audio,4.3,5000,51,574,9,55602,0,2,4,160
5-Mar,1083,Tools,3,1000,0,268,9,24319,0,7,3,84
5-Mar,1084,Finance,4,5000,85,4626,12,701866,4,1,5,1695
5-Mar,1085,Social,4.3,1000,50,5074,18,488254,11,2,1,1584
5-Mar,1086,Personalization,4.1,10000,51,359,9,21996,0,0,9,79
5-Mar,1087,Productivity,4.6,50000,50,4239,24,747214,4,1,4,1274
5-Mar,1088,Books & Reference,4.4,10000,92,963,9,109515,0,3,10,238
5-Mar,1096,Finance,5,1000,51,723,12,95751,1,4,6,267
5-Mar,1101,Sports,4.7,1000,92,587,6,78475,0,2,2,148
5-Mar,1103,Music & Audio,4.4,1000,51,1179,41338,111181,0,6,5,343
5-Mar,1104,Entertainment,4.4,5000,50,2362,15,242090,3,2,7,539
5-Mar,1105,News & Magazines,3.9,1000,92,613,6,76639,0,1,1,167
5-Mar,1109,News & Magazines,4.2,1000,92,612,6,76184,0,1,1,161
5-Mar,1111,Media & Video,4.2,5000,92,651,6,83109,0,2,3,155
5-Mar,1112,Social,3.7,10000,51,727,9,73812,0,5,4,175
5-Mar,1113,Music & Audio,4.2,5000,51,1018,6,155838,0,3,11,361
5-Mar,1114,Medical,3.2,50000,51,1542,9,142325,1,2,1,340
5-Mar,1116,Shopping,4,10000,51,2475,12,289081,1,4,6,731
5-Mar,1117,News & Magazines,3.7,10000,92,612,6,76031,0,1,6,161
5-Mar,1118,Social,4.5,50000,51,173,30847,20573,0,1,6,60
5-Mar,1119,News & Magazines,3.9,50000,92,552,6,71235,0,1,6,146
5-Mar,1122,Media & Video,4.3,100000,95,2716,12,288129,2,3,4,611
5-Mar,1123,Racing,3.6,100000,92,937,9,109837,0,4,3,276
5-Mar,1124,Personalization,4.1,1000,51,709,6,63520,2,3,11,138
5-Mar,1126,Lifestyle,4.4,5000000,91,3243,21,347050,3,1,3,801
5-Mar,1127,Tools,4.5,100000,92,199,3,27368,0,1,8,83
5-Mar,1131,Entertainment,4.4,1000,50,957,15,123347,4,2,2,475
5-Mar,1149,News & Magazines,3.2,1000,92,575,6,74777,0,1,2,158
5-Mar,1152,Personalization,4.3,1000,51,426,6,36873,8,0,2,68
5-Mar,1154,Books & Reference,3.6,5000,50,997,9,116414,1,2,3,271
5-Mar,1155,Communication,4.8,10000,50,1404,6,153208,5,0,5,404
5-Mar,1157,Role Playing,4.3,10000,91,1000,6,115206,3,1,5,391
5-Mar,1160,Books & Reference,4.5,10000,92,741,9,88033,0,2,5,215
5-Mar,1161,Adventure,4,1000,92,2087,9,213879,0,5,9,669
5-Mar,1162,Sports,4.5,50000,92,230,6,42067,1,2,4,82
5-Mar,1165,Productivity,3.8,50000,51,112,12,10427,0,2,4,33
5-Mar,1166,Role Playing,4.5,100000,50,1215,18,114114,3,1,4,372
5-Mar,1169,Arcade,4,100000,0,50,6,4180,0,0,2,10
5-Mar,1170,Personalization,4.2,50000,51,794,6,77050,0,1,11,299
5-Mar,1173,Productivity,4.6,10000,50,373,66170,30108,2,0,11,52
5-Mar,1174,Education,3.9,500000,50,1534,12,137430,0,1,4,264
5-Mar,1176,Tools,3.9,1000,50,67,5098,7775,2,0,18,28
5-Mar,1183,Entertainment,4.1,5000,51,526,9,55682,1,1,5,138
5-Mar,1184,Entertainment,3.8,5000,51,502,9,52541,1,1,2,130
5-Mar,1186,Entertainment,4.3,10000,51,501,9,51616,1,1,1,126
5-Mar,1187,Entertainment,3.9,5000,51,70,3,16370,1,1,2,24
5-Mar,1188,Entertainment,3.8,5000,51,95,3,15497,1,2,3,65
5-Mar,1191,Education,3.9,5000,51,33,6,4215,0,0,2,8
5-Mar,1193,Sports,4.6,5000,51,519,6,37132,4,1,3,87
5-Mar,1197,Education,3.9,1000,51,54,3676,5515,0,0,4,20
5-Mar,1199,Books & Reference,4.2,1000,92,220,3,43630,1,1,6,83
5-Mar,1205,Entertainment,3.7,1000000,100,963,6,105565,7,0,2,238
5-Mar,1206,Books & Reference,4.6,100000,0,27,3,1682,0,1,6,3
5-Mar,1207,Education,4.1,100000,51,254,9,25531,0,6,13,101
5-Mar,1211,Productivity,4.7,10000,51,1325,12,145364,1,3,11,452
5-Mar,1213,Books & Reference,4.3,10000,0,26,6,1382,0,1,20,3
5-Mar,1216,Personalization,4.1,10000,50,146,9,18488,0,1,2,71
5-Mar,1217,Casual,4.6,1000,51,515,6,46100,0,1,2,108
5-Mar,1218,Tools,4,1000,51,111,6,12021,1,0,2,45
5-Mar,1219,Personalization,4.4,1000,0,51,6,5060,0,4,2,11
5-Mar,1220,Puzzle,4.3,10000,51,1306,6,153492,1,7,2,369
5-Mar,1221,Personalization,4.3,10000,92,1542,9,198218,0,3,2,290
5-Mar,1227,Lifestyle,3.2,10000,51,99,3,6131,1,1,2,24
5-Mar,1229,Personalization,4.4,10000,92,1542,9,198200,0,3,2,290
5-Mar,1230,Music & Audio,4.8,5000,100,2744,12,332594,4,3,2,494
5-Mar,1231,Casual,3.9,10000,51,2702,15,260064,0,6,2,938
5-Mar,1232,Personalization,4.1,1000,92,1641,6,202296,0,2,2,227
5-Mar,1233,Casual,3.9,10000,92,2091,9,190391,0,4,2,600
5-Mar,1234,Books & Reference,3.7,5000,92,453,6,62082,0,7,2,129
5-Mar,1236,Books & Reference,4.4,5000,0,26,6,1382,0,1,2,3
5-Mar,1238,Puzzle,3,5000,51,247,6,19879,0,2,2,95
5-Mar,1240,Books & Reference,4,5000,0,26,6,1382,0,1,9,3
5-Mar,1242,Finance,3.8,5000,50,693,11706,53906,1,1,8,127
5-Mar,1243,Books & Reference,4.2,1000,0,26,6,1382,0,1,3,3
5-Mar,1245,Books & Reference,4,5000,0,26,6,1382,0,1,18,3
5-Mar,1246,Personalization,4.4,1000,92,1872,9,176186,0,7,7,545
5-Mar,1248,Books & Reference,4.2,1000,0,26,6,1382,0,1,3,3
5-Mar,1249,Books & Reference,4.6,1000,0,26,6,1382,0,1,8,3
5-Mar,1250,Sports,3.3,1000,50,1409,15,112369,2,3,8,396
5-Mar,1251,Books & Reference,3.8,1000,0,26,6,1382,0,1,2,3
5-Mar,1258,Books & Reference,4.2,1000,0,26,6,1382,0,1,1,3
5-Mar,1259,Books & Reference,4.2,1000,0,26,6,1382,0,1,5,3
5-Mar,1260,Books & Reference,4.2,1000,0,26,6,1382,0,1,6,3
5-Mar,1261,Books & Reference,4.1,1000,0,26,6,1382,0,1,3,3
5-Mar,1263,Books & Reference,3.9,1000,0,26,6,1382,0,1,12,3
5-Mar,1264,News & Magazines,3.7,1000,51,59,3,4306,0,1,5,9
5-Mar,1268,Books & Reference,4.4,1000,0,26,6,1382,0,1,21,3
5-Mar,1269,Books & Reference,4.4,1000,0,26,6,1382,0,1,15,3
5-Mar,1270,Books & Reference,4.1,1000,0,26,6,1382,0,1,4,3
5-Mar,1271,Books & Reference,4,1000,0,26,6,1382,0,1,3,3
5-Mar,1275,Books & Reference,3.5,1000,0,26,6,1382,0,1,20,3
5-Mar,1279,Books & Reference,4.6,1000,0,26,6,1382,0,1,2,3
5-Mar,1280,Books & Reference,3.2,1000,0,26,6,1382,0,1,10,3
5-Mar,1290,Puzzle,3.4,50000,0,394,9,39445,0,6,5,100
5-Mar,1291,Books & Reference,4.2,1000,0,26,6,1382,0,1,12,3
5-Mar,1292,Books & Reference,4.6,1000,0,26,6,1382,0,1,5,3
5-Mar,1295,Books & Reference,3.9,1000,0,26,6,1382,0,1,6,3
5-Mar,1299,Communication,3.4,1000,51,254,6,17185,0,0,2,20
