Group,Genre,UserRating,LowerDownloads,FuzzyRisk,JavaFiles,DefectCount,LOC,SourceFragment,CloneFragment,CloneGroup,OPrivCount,UPrivCount,IntentsCount,PermissionCount
1,News & Magazines,2.8,5000000,51,1744,15,159213,,,,,2,5,
1,Education,2.7,10000,92,710,9,89056,,,,,3,2,
1,Tools,2.7,1000,92,1074,6,91760,,,,,1,2,
1,Tools,2.7,1000,51,367,6,35943,,,,1,3,2,
1,Health & Fitness,2.2,1000,92,545,6,71031,,,,,1,2,
1,Health & Fitness,2.9,1000,50,2881,24,332346,,,,,4,6,
1,Finance,1.8,1000,51,2016,12,181424,,,,,4,2,
1,Photography,2.8,5000,0,43,3,6566,,,,,1,2,
1,Education,1.8,1000,100,4381,30,549111,,,,,4,6,
1,Finance,2.8,5000,51,276,6,49730,,,,,1,5,
1,Business,2.3,1000,50,289,6,30910,,,,1,2,4,
1,News & Magazines,2.1,50000,50,1749,9,195659,,,,2,3,2,
1,Finance,2.9,5000,50,2849,15,304735,,,,1,4,2,
1,Shopping,2.9,5000,0,164,6,13719,,,,,4,2,
1,Tools,2.7,1000,100,1529,15,337238,,,,,10,2,
1,Productivity,2.3,1000,0,9,3,344,,,,,,2,
1,Finance,2.2,1000,51,52,3,5389,,,,,,2,
1,Arcade,2.6,1000,0,33,3,3043,,,,,,2,
1,Puzzle,2.8,1000,92,554,6,72969,,,,1,1,2,
1,Puzzle,2.8,1000,92,2269,9,270462,,,,,1,2,
1,Education,2.7,10000,0,105,6,7610,,,,,1,2,
1,Sports,2.8,10000,51,75,3,8224,,,,,2,3,
1,Travel & Local,1.7,1000,92,170,6,25161,,,,,1,2,
1,Finance,2.6,500000,51,789,6,86661,,,,2,3,5,
1,Lifestyle,2.9,1000,50,594,9,68437,,,,2,6,6,
1,Tools,2.4,5000,51,138,6,18756,,,,,6,2,
1,Card,2.8,1000,92,688,12,88301,,,,3,1,2,
1,Media & Video,1.3,5000,51,240,6,27484,,,,,,2,
1,Arcade,2.6,10000,51,156,6,13882,,,,1,3,2,
1,Health & Fitness,2.8,1000,92,614,9,80266,,,,,2,2,
1,Puzzle,2,1000,0,69,6,7345,,,,,6,2,
1,Finance,2.6,10000,51,12,3,344,,,,4,,2,
1,Tools,2.6,1000,,2989,18,374618,,,,,1,,
1,Business,2.9,1000,50,997,12,65175,,,,1,1,2,
1,Puzzle,2.9,1000,92,319,5098,31087,,,,,6,2,
1,Education,1,1000,50,723,9,79448,,,,1,4,3,
1,Health & Fitness,1,1000,51,723,12,95751,,,,1,4,2,
1,Comics,2.5,1000,51,453,6,42488,,,,1,4,2,
1,Music & Audio,2.8,1000,92,3045,25,335543,,,,,7,2,
1,Social,2.7,10000,0,8,3,392,,,,,,2,
1,Entertainment,2.2,10000,0,13,6,492,,,,,,2,
1,Tools,2,10000,0,16,3,999,,,,1,,2,
1,Arcade,2.8,10000,0,62,3,4181,,,,,2,2,
1,Sports,2.6,1000,100,1840,15,332600,,,,1,6,2,
1,Education,1.2,1000,51,105,5111,11797,,,,,,2,
1,Photography,2.4,10000,,2262,9,825992,,,,,,,
1,Casual,2.2,5000,50,70,6,11889,,,,3,3,3,
1,Business,2.8,1000,52,1271,12,139703,,,,10,3,3,
1,Puzzle,2.8,1000,92,1015,12,127467,,,,,6,2,
1,Education,2,5000,50,70,6,11889,,,,3,3,3,
1,Casual,2.6,5000,50,70,6,11889,,,,3,3,3,
1,Tools,2.3,1000,51,148,9,14447,,,,,,2,
1,Social,2.7,1000,51,180,3,16279,,,,,1,2,
1,Entertainment,1.7,1000,51,337,9,76168,,,,4,1,2,
1,News & Magazines,2.9,5000,50,1764,12,198611,,,,2,1,3,
1,Communication,2.9,5000,51,115,3,12254,,,,,1,2,
1,Casual,2.9,1000,51,65,5095,6570,,,,,,2,
1,Puzzle,2.4,1000,0,18,3,1296,,,,,,2,
1,Lifestyle,2.8,1000,0,42,3,6200,,,,,,3,
1,Communication,2.4,5000,51,42,3,8974,,,,19,,2,
1,Education,2.2,5000,100,78,3,4583,,,,5,,2,
1,Casual,2.9,10000,51,56,3,6508,,,,,,2,
1,News & Magazines,2,1000,51,948,9,88561,,,,,2,4,
1,Education,2.4,10000,92,534,9,70849,,,,,1,2,
1,Business,2.5,1000,50,636,9,87045,,,,3,3,14,
1,Social,2.8,1000,52,205,6,14640,,,,9,,9,
1,Sports,2.7,1000,0,18,3,550,,,,,1,2,
1,Entertainment,1.3,5000,51,115,6,8704,,,,,1,2,
1,Productivity,2.5,1000,0,29,3,2200,,,,3,2,2,
1,Puzzle,2.3,5000,51,86,3660,8109,,,,,1,2,
1,Weather,2.1,1000,51,82,3660,8073,,,,,,2,
1,Entertainment,2.8,1000,50,11,3,1444,,,,,,2,
1,Education,2.8,1000,0,11,6,425,,,,1,,2,
1,Puzzle,2.8,10000,51,208,5095,17307,,,,,,2,
1,Lifestyle,2.8,10000,0,31,3,2056,,,,,,2,
1,Entertainment,2.8,10000,51,64,6,7306,,,,,,2,
1,Productivity,2.6,10000,51,1257,15,233296,,,,,5,2,
1,Music & Audio,2.9,100000,0,17,3,1118,,,,,1,2,
1,Casual,2.4,10000,50,298,3,25975,,,,1,3,2,
1,Transportation,2.5,1000,50,180,6,20984,,,,2,2,2,
1,Travel & Local,2.4,1000,51,144,3,14803,,,,,4,3,
1,Finance,2.5,1000,51,1123,9,134571,,,,1,3,2,
1,Entertainment,2.5,1000,50,220,3483,24632,,,,4,2,6,
1,Libraries & Demo,2.1,100000,0,11,3,559,,,,,,2,
1,Finance,2.2,1000,51,69,3,4823,,,,,,2,
1,Entertainment,2.9,1000,0,9,3,382,,,,1,,2,
1,Tools,2,1000,51,66,3,7407,,,,,,2,
1,Travel & Local,1.3,1000,51,362,3,19440,,,,2,,2,
1,Productivity,2.9,1000,,71,115,9921,,,,,,2,
1,Media & Video,2.6,5000,51,349,6,30761,,,,2,1,2,
1,Music & Audio,2.2,5000,51,133,6,10912,,,,,1,2,
1,Tools,2.9,100000,0,22,6,1691,,,,5,,4,
1,Transportation,2,1000,51,58,3,6542,,,,,2,2,
1,Finance,2.2,10000,51,79,3,11009,,,,,,2,
1,Education,2.8,10000,51,70,3,5578,,,,,1,2,
1,Communication,2.9,1000,51,1007,9,84527,,,,4,3,2,
1,Travel & Local,2,1000,50,5867,24,666157,,,,,4,6,
1,Sports,2.8,5000,50,1879,3360,169367,2903,1211,400,1,3,3,
1,Casual,2.7,10000,50,1,3,811,600,278,118,11,,2,
1,Finance,2.1,10000,51,331,6,54093,1249,543,161,1,1,2,
1,Entertainment,2.6,1000,51,116,3,10309,186,61,21,,1,5,
1,News & Magazines,2.9,1000,51,295,6,26116,380,196,82,,2,2,
1,News & Magazines,2.5,5000,51,1037,15,107469,1630,626,240,1,1,2,
1,Media & Video,1,1000,51,12,3,431,5,2,1,,,2,
1,Education,1.5,10000,51,117,6,14262,134,46,17,1,2,2,
1,Tools,2.7,1000,51,147,6,12029,333,145,65,,3,2,
1,Travel & Local,2.9,1000,100,464,9,77202,734,210,90,1,6,2,
1,Business,1.9,5000,50,999,15,112466,2144,682,284,,6,2,
1,Productivity,2.9,5000,51,46,6,10413,94,8,3,,1,2,
1,Entertainment,2.3,1000,51,146,6,12861,169,40,16,,1,2,
1,Business,1.8,1000,51,309,6,22559,292,46,20,,4,3,
1,Board,2,1000,51,73,3663,9661,87,3,1,,,2,
1,Travel & Local,1,1000,51,555,6,50731,755,324,138,2,2,2,
1,News & Magazines,1.6,100000,50,216,3,17908,284,108,44,2,1,2,
1,Personalization,2.8,5000,0,21,12,1695,19,0,0,,,1,
1,Role Playing,2.4,1000,0,736,6,79254,999,432,175,,4,2,
1,Education,2.8,1000,50,301,6,28565,373,140,48,3,1,2,
1,Finance,2.5,1000,51,378,12,32284,534,219,68,,1,2,
1,Education,1.9,1000,0,19,3,998,19,8,3,,,2,
1,Tools,2.6,500000,51,4,3,290,2,0,0,5,,5,
1,Education,2.8,5000,51,55,3,3422,91,57,11,,,2,
1,Lifestyle,1.8,1000,53,660,12,58911,835,297,121,5,1,2,
1,Business,2.2,1000,51,298,9,44377,819,288,101,,1,2,
1,Finance,2.6,1000,51,97,9,10568,133,24,10,,7,2,
1,Travel & Local,2.8,100000,51,107,3,8142,109,23,10,,1,2,
1,Education,2.7,10000,51,1000,9,109085,1493,678,243,1,1,5,
1,Transportation,2.9,10000,50,2449,15,297015,5015,3220,703,,1,5,
